quote	title	from	order
But to be frank,	Crusades Rap	NudgeNudge	78
I--I didn't like his plan at first.	Crusades Rap	NudgeNudge	79
His ideas were good, I mean,	Crusades Rap	NudgeNudge	80
I've seen worse.	Crusades Rap	NudgeNudge	81
But I felt bad for the warriors fighting out there	Crusades Rap	NudgeNudge	82
Dying for their faiths, but Markyus didn't care.	Crusades Rap	NudgeNudge	83
And he planned every move very carefully	Crusades Rap	NudgeNudge	84
Because one misstep could mean the end of him.	Crusades Rap	NudgeNudge	85
But he did no wrong, that's why we're singing this song --	Crusades Rap	NudgeNudge	86
Though I feel this verse has gone on for too long.	Crusades Rap	NudgeNudge	87
Tis's the story	Crusades Rap	NudgeNudge	88
Of a great man, Markyus.	Crusades Rap	NudgeNudge	89
He brought us the freedom --	Crusades Rap	NudgeNudge	90
Now I give you the news.	Crusades Rap	NudgeNudge	91
Both Muslims and Christians	Crusades Rap	NudgeNudge	92
Hoped to count with him,	Crusades Rap	NudgeNudge	93
But our beloved hero,	Crusades Rap	NudgeNudge	94
He didn't give in.	Crusades Rap	NudgeNudge	95
That wasn't too shabby, Bartholomew, you know whattamsayin'?	Crusades Rap	NudgeNudge	96
You have what's needed to be a rapper.	Crusades Rap	NudgeNudge	97
Now go out there and spread the word of hip hop.	Crusades Rap	NudgeNudge	98
The word of what? Is that like--like a new God or something?	Crusades Rap	NudgeNudge	99
In a way ... yes. Yes, it is.	Crusades Rap	NudgeNudge	100
I'll do my best, you magical people!	Crusades Rap	NudgeNudge	101
Goodbye!	Crusades Rap	NudgeNudge	102
Once every thousand years,	Let's Get This Terrible Party Started	Ninja Sex Party	1
The most epic party in the universe will be thrown by Ninja Sex Party,	Let's Get This Terrible Party Started	Ninja Sex Party	2
As it was foretold in the scrolls.	Let's Get This Terrible Party Started	Ninja Sex Party	3
So take that pudding,	Let's Get This Terrible Party Started	Ninja Sex Party	4
Pour it on your chest and let it melt down to your genitals	Let's Get This Terrible Party Started	Ninja Sex Party	5
It's go time.	Let's Get This Terrible Party Started	Ninja Sex Party	6
Oh, shit!	Let's Get This Terrible Party Started	Ninja Sex Party	7
Congrats, your ass just got invited	Let's Get This Terrible Party Started	Ninja Sex Party	8
To the party of your life -- are you motherfucking excited?	Let's Get This Terrible Party Started	Ninja Sex Party	9
It's a Ninja Sex Party party so you know it's the shit	Let's Get This Terrible Party Started	Ninja Sex Party	10
I hope you like fun cause were havin' it!	Let's Get This Terrible Party Started	Ninja Sex Party	11
LET'S GET THIS FUCKIN' PARTY STARTED!!!!	Let's Get This Terrible Party Started	Ninja Sex Party	12
OH GOD!	Let's Get This Terrible Party Started	Ninja Sex Party	13
It's all going down!	Let's Get This Terrible Party Started	Ninja Sex Party	14
FUCK YEAH!	Let's Get This Terrible Party Started	Ninja Sex Party	15
Your life was bullshit until right now!	Let's Get This Terrible Party Started	Ninja Sex Party	16
WOO-HOO!	Let's Get This Terrible Party Started	Ninja Sex Party	17
Go ahead and let your pants hit the floor!	Let's Get This Terrible Party Started	Ninja Sex Party	18
Your destiny awaits behind that door!	Let's Get This Terrible Party Started	Ninja Sex Party	19
HERE WE GO!	Let's Get This Terrible Party Started	Ninja Sex Party	20
Hey guys ...	Let's Get This Terrible Party Started	Ninja Sex Party	21
Heeeeyyyyy.	Let's Get This Terrible Party Started	Ninja Sex Party	22
You playing Dungeons and Dragons, or ... ?	Let's Get This Terrible Party Started	Ninja Sex Party	23
*cough*	Let's Get This Terrible Party Started	Ninja Sex Party	24
ALL RIGHT!	Let's Get This Terrible Party Started	Ninja Sex Party	25
This party's off to a bit of a slow start	Let's Get This Terrible Party Started	Ninja Sex Party	26
But soon it's gonna melt your brain and bitchslap your heart! 	Let's Get This Terrible Party Started	Ninja Sex Party	27
Check out this leaf-collecting album that I made back in Autumn	Let's Get This Terrible Party Started	Ninja Sex Party	28
Don't get me started on balloons - You want em? We fuckin' got em!	Let's Get This Terrible Party Started	Ninja Sex Party	29
And when the music starts to drop, the vibe's gonna change	Let's Get This Terrible Party Started	Ninja Sex Party	30
We've got the country-themed bar mitzvah band Shalom on the Range	Let's Get This Terrible Party Started	Ninja Sex Party	31
The hot girls are showing up I am so sorry you waited 	Let's Get This Terrible Party Started	Ninja Sex Party	32
But now they're finally inflated	Let's Get This Terrible Party Started	Ninja Sex Party	33
SO WE CAN GET THIS FUCKING PARTY STARTED	Let's Get This Terrible Party Started	Ninja Sex Party	34
DEAR GOD!	Let's Get This Terrible Party Started	Ninja Sex Party	35
The night is on FIRE!	Let's Get This Terrible Party Started	Ninja Sex Party	36
THIS SHIT would make a Hobbit say "to hell with the Shire" 	Let's Get This Terrible Party Started	Ninja Sex Party	37
HOORAY!	Let's Get This Terrible Party Started	Ninja Sex Party	38
Are you worthy? That's a definite maybe!	Let's Get This Terrible Party Started	Ninja Sex Party	39
It's like AMAZING and AWESOME fucked and had a PARTY BABY!	Let's Get This Terrible Party Started	Ninja Sex Party	40
DANCE BREAK!	Let's Get This Terrible Party Started	Ninja Sex Party	41
I ...	Let's Get This Terrible Party Started	Ninja Sex Party	42
I said dance, everybody.	Let's Get This Terrible Party Started	Ninja Sex Party	43
Why is that guy naked?	Let's Get This Terrible Party Started	Ninja Sex Party	44
Alright this party sucks! Ninja Brian, explode this building with your mind!	Let's Get This Terrible Party Started	Ninja Sex Party	45
You've never had a real birthday before	Making Today a Perfect Day	Frozen Fever	1
Except of course the ones you spent outside my locked door	Making Today a Perfect Day	Frozen Fever	2
So I'm here, way too late	Making Today a Perfect Day	Frozen Fever	3
To help you celebrate	Making Today a Perfect Day	Frozen Fever	4
And be your birthday date, if I may ...	Making Today a Perfect Day	Frozen Fever	5
Achoo!	Making Today a Perfect Day	Frozen Fever	6
Elsa, I'm thinking you might have a cold.	Making Today a Perfect Day	Frozen Fever	7
I don't get colds.	Making Today a Perfect Day	Frozen Fever	8
Besides, a cold never bothered me anyway!	Making Today a Perfect Day	Frozen Fever	9
Whoa.	Making Today a Perfect Day	Frozen Fever	10
Fancy!	Making Today a Perfect Day	Frozen Fever	11
Just follow the string!	Making Today a Perfect Day	Frozen Fever	12
Wait, what?	Making Today a Perfect Day	Frozen Fever	13
I've got big plans! I've got surprises for today!	Making Today a Perfect Day	Frozen Fever	14
Nothin' but nothin's gonna get in our way!	Making Today a Perfect Day	Frozen Fever	15
I've worked for weeks -- planned everything within my power	Making Today a Perfect Day	Frozen Fever	16
I even got Kristoff and Sven to take a shower	Making Today a Perfect Day	Frozen Fever	17
If someone wants to hold me back	Making Today a Perfect Day	Frozen Fever	18
I'd like to see them try!	Making Today a Perfect Day	Frozen Fever	19
I'm on the birthday plan attack,	Making Today a Perfect Day	Frozen Fever	20
I'm givin' you the sun, the moon and the skyyyyyyyy!	Making Today a Perfect Day	Frozen Fever	21
Achoo!	Making Today a Perfect Day	Frozen Fever	22
Little brothers!	Making Today a Perfect Day	Frozen Fever	23
I'm makin' today a perfect day for you!	Making Today a Perfect Day	Frozen Fever	24
Ooh, sandwich!	Making Today a Perfect Day	Frozen Fever	25
I'm makin' today a blast if it's the last thing I do!	Making Today a Perfect Day	Frozen Fever	26
For everything you are to me,	Making Today a Perfect Day	Frozen Fever	27
And all you've been through!	Making Today a Perfect Day	Frozen Fever	28
I'm makin' today a perfect day for yooouuuuuuuu!	Making Today a Perfect Day	Frozen Fever	29
Achoo!	Making Today a Perfect Day	Frozen Fever	30
Achoo!	Making Today a Perfect Day	Frozen Fever	31
They come in threes!	Making Today a Perfect Day	Frozen Fever	32
I'm fine. Achoo!	Making Today a Perfect Day	Frozen Fever	33
Hey!	Making Today a Perfect Day	Frozen Fever	34
Surprise, surprise!	Making Today a Perfect Day	Frozen Fever	35
This one is specially -- achoo!	Making Today a Perfect Day	Frozen Fever	36
Wow, you've got me reeling,	Making Today a Perfect Day	Frozen Fever	37
But I'm still concerned for you.	Making Today a Perfect Day	Frozen Fever	38
I think it's time that you go home and get some rest.	Making Today a Perfect Day	Frozen Fever	39
We are not stopping cause the next one is the be--eh--achoo!	Making Today a Perfect Day	Frozen Fever	40
Elsa, you gotta go lie down.	Making Today a Perfect Day	Frozen Fever	41
No way, we have to paint the town!	Making Today a Perfect Day	Frozen Fever	42
But you need medical attention ...	Making Today a Perfect Day	Frozen Fever	43
Are you sick? How 'bout a cold remedy	Making Today a Perfect Day	Frozen Fever	44
Of my own inveeeentioooooon?	Making Today a Perfect Day	Frozen Fever	45
No, thanks.	Making Today a Perfect Day	Frozen Fever	46
We'll take it.	Making Today a Perfect Day	Frozen Fever	47
We're makin' today a perfect day for you!	Making Today a Perfect Day	Frozen Fever	48
Makin' today a special day!	Making Today a Perfect Day	Frozen Fever	49
We're singing a birthday song to make your wishes come true!	Making Today a Perfect Day	Frozen Fever	50
Wishes come truuueeeee!	Making Today a Perfect Day	Frozen Fever	51
We love princess Anna,	Making Today a Perfect Day	Frozen Fever	52
And I love you, too!	Making Today a Perfect Day	Frozen Fever	53
So we're makin' today a perfect day ...	Making Today a Perfect Day	Frozen Fever	54
A fabulous day in every way!	Making Today a Perfect Day	Frozen Fever	55
Yes, we are makin' today a perfect day!	Making Today a Perfect Day	Frozen Fever	56
I can fix it!	Making Today a Perfect Day	Frozen Fever	57
No, no!	Making Today a Perfect Day	Frozen Fever	58
All fixed!	Making Today a Perfect Day	Frozen Fever	59
Dry banana hippy hat?!	Making Today a Perfect Day	Frozen Fever	60
Come on! Now we cliiiiiiiiimb!	Making Today a Perfect Day	Frozen Fever	61
Elsa, that's too much. You need to rest!	Making Today a Perfect Day	Frozen Fever	62
We need to get to our birthday chills -- I mean thrills!	Making Today a Perfect Day	Frozen Fever	63
Makin' dreams!	Making Today a Perfect Day	Frozen Fever	64
Makin' plaaaaans!	Making Today a Perfect Day	Frozen Fever	65
Go, go, go, gooooo!	Making Today a Perfect Day	Frozen Fever	66
Follow the string to the end,	Making Today a Perfect Day	Frozen Fever	67
You are my very best friennnd!	Making Today a Perfect Day	Frozen Fever	68
Elsa?	Making Today a Perfect Day	Frozen Fever	69
What? I'm fiiiiiiiiiiine~	Making Today a Perfect Day	Frozen Fever	70
We're gonna climb!!	Making Today a Perfect Day	Frozen Fever	71
We're gonna sing!!	Making Today a Perfect Day	Frozen Fever	72
Follow the string to the thing!!	Making Today a Perfect Day	Frozen Fever	73
HAPpy, HAppy, HAPPY, MERRY, MERry, MErry, HOT, COLD, HOT BIIIIRTHdaaaaaaay!	Making Today a Perfect Day	Frozen Fever	74
Whoa! Elsa, look at you; you've got a fever! You're burning up!	Making Today a Perfect Day	Frozen Fever	75
Alright, we can't go on like this,	Making Today a Perfect Day	Frozen Fever	76
Let's put this day on hold.	Making Today a Perfect Day	Frozen Fever	77
Come on, admit it to yourself.	Making Today a Perfect Day	Frozen Fever	78
... okay.	Making Today a Perfect Day	Frozen Fever	79
I have a cold ...	Making Today a Perfect Day	Frozen Fever	80
I'm sorry, Anna, I just wanted to give you one perfect birthday. But I ruined it. Again.	Making Today a Perfect Day	Frozen Fever	81
You didn't ruin anything. Let's just get you to bed.	Making Today a Perfect Day	Frozen Fever	82
SURPRISE!!!	Making Today a Perfect Day	Frozen Fever	83
Wow!	Making Today a Perfect Day	Frozen Fever	84
Wow.	Making Today a Perfect Day	Frozen Fever	85
We're makin' today a perfect day for you!	Making Today a Perfect Day	Frozen Fever	86
We're makin' today a smiley face, all shiny and new!	Making Today a Perfect Day	Frozen Fever	87
There's a fine line between chaos	Making Today a Perfect Day	Frozen Fever	88
And a hullabaloo!	Making Today a Perfect Day	Frozen Fever	89
So we're makin' today a perfect day,	Making Today a Perfect Day	Frozen Fever	90
Makin' today a perfect day!	Making Today a Perfect Day	Frozen Fever	91
A! N! N! A!	Making Today a Perfect Day	Frozen Fever	92
Makin' today a perfect day for you!	Making Today a Perfect Day	Frozen Fever	93
Happy Birthday.	Making Today a Perfect Day	Frozen Fever	94
Makin' today a happy day and no feelin' blue!	Making Today a Perfect Day	Frozen Fever	95
Haha, ho! I love you, baby!!!	Making Today a Perfect Day	Frozen Fever	96
For everything you are to us,	Making Today a Perfect Day	Frozen Fever	97
And all that you do!	Making Today a Perfect Day	Frozen Fever	98
I do!	Making Today a Perfect Day	Frozen Fever	99
We're makin' today a perfect day,	Making Today a Perfect Day	Frozen Fever	100
Makin' today a perfect day!	Making Today a Perfect Day	Frozen Fever	101
We're makin' today a perfect day!	Making Today a Perfect Day	Frozen Fever	102
A pERfect dAy!	Making Today a Perfect Day	Frozen Fever	103
Okay, to bed with you.	Making Today a Perfect Day	Frozen Fever	104
No, Wait! Wait!	Making Today a Perfect Day	Frozen Fever	105
All that's left to do is for the Queen to blow the birthday bugle horn!	Making Today a Perfect Day	Frozen Fever	106
Oh, no no no no no ...	Making Today a Perfect Day	Frozen Fever	107
Achoo!	Making Today a Perfect Day	Frozen Fever	108
Best birthday present ever.	Making Today a Perfect Day	Frozen Fever	109
Which one?	Making Today a Perfect Day	Frozen Fever	110
You letting me take care of you.	Making Today a Perfect Day	Frozen Fever	111
Achoo!	Making Today a Perfect Day	Frozen Fever	112
